openalex_id,stratum,stratum_size,stratum_sampled,design_weight,title,abstract,loc_study_scope,loc_country_iso3,loc_country_name,loc_countries_all_iso3,loc_location_cue_type,loc_confidence,loc_evidence_text,loc_rejected_mentions,crop_standardized_crops,crop_crop_scope,crop_confidence,crop_evidence_text,is_allocated,adjudicated_location_correct,adjudicated_country_should_be,adjudicated_crop_correct,adjudicated_note,decision_method,is_human_review,id,loc_verdict,loc_should_be,loc_error_type,crop_verdict,crop_should_be,note,allocated_to,n_alloc,truth,alloc_verdict
W2343719426,single_country|study_area,962,45,21.377777777777776,"Remote Sensing and GIS Based Spectro-Agrometeorological Maize Yield Forecast Model for South Tigray Zone, Ethiopia","Remote-sensing data acquired by satellite imageries have a wide scope in agricultural applications owing to their synoptic and repetitive coverage. This study reports the development of an operational spectro-agrometereological yield model for maize crop derived from time series data of SPOT VEGETATION, actual and potential evapotranspiration and rainfall estimate satellite data for the years 2003-2012. Indices of these input data were utilized to validate their strength in explaining grain yield recorded by the Central Statistical Agency through correlation analyses. Crop masking at crop land area was applied and refined using agro-ecological zones suitable for maize. Rainfall estimates and average Normalized Difference Vegetation Index were found highly correlated to maize yield with the former accounting for 85% variation and the latter 80%, respectively. The developed spectro-agrometeorological yield model was successfully validated against the predicted Zone level yields estimated by Central Statistical Agency (r2 = 0.88, RMSE = 1.405 q·ha-1 and 21% coefficient of variation). Thus, remote sensing and geographical information system based maize yield forecast improved quality and timelines of the data besides distinguishing yield production levels/areas and making intervention very easy for the decision makers thereby proving the clear potential of spectro-agrometeorological factors for maize yield forecasting, particularly for Ethiopia.",single_country,ETH,Ethiopia,ETH,study_area,high,"Remote Sensing and GIS Based Spectro-Agrometeorological Maize Yield Forecast Model for South Tigray Zone, Ethiopia .",,maize,single_crop,high,"Remote Sensing and GIS Based Spectro-Agrometeorological Maize Yield Forecast Model for South Tigray Zone, Ethiopia . Remote-sensing data acquired by satelli",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W2343719426,correct,,,correct,,,{'ETH'},1,,allocation_ok
W4416971623,single_country|study_area,962,45,21.377777777777776,"A Low-Complexity, County-Scale Yield Prediction Method for Maize and Sunflower Using Harmonized Landsat–Sentinel (HLS) Data","Accurate crop yield information is crucial for regional agricultural monitoring; however, many existing approaches rely on complex models or extensive input datasets. This study presents a low-complexity method for estimating county-level maize and sunflower yields in Fejér County, Hungary, using Harmonized Landsat-Sentinel (HLS) Normalized Difference Vegetation Index (NDVI) time series at 30 m spatial resolution. Seasonal NDVI profiles were smoothed using a double-Gaussian fitting approach. Two modelling strategies were investigated: a robust approach using all agricultural pixels and a crop-specific approach restricted to maize or sunflower pixels. The models were tested through leave-one-year-out cross-validation against official yield statistics. For maize, the crop-specific predictive model provided the most accurate estimates (R² = 0.997; mean absolute percentage error (MAPE) = 2.0%). The MAPE remained below 4% even about 30-50 days before the end of harvest. For sunflower, the highest accuracy was obtained using the robust predictive model (R² = 0.928; MAPE = 2.73%). All models showed stable performance across years, including the extreme drought year of 2022. These findings indicate that a simple NDVI-based method can provide reliable county-scale yield estimates and may serve as a practical component in regional monitoring or early-warning systems.",single_country,HUN,Hungary,HUN,study_area,high,"This study presents a low-complexity method for estimating county-level maize and sunflower yields in Fejér County, Hungary, using Harmonized Landsat-Sentinel (HLS) Normalized Difference Vegetation Index (NDVI) time series at 30 m spatial resolution.",,maize;sunflower,multi_crop,medium,"A Low-Complexity, County-Scale Yield Prediction Method for Maize and Sunflower Using Harmonized Landsat–Sentinel (HLS) Data . Accurate crop yield information i",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4416971623,correct,,,correct,,,{'HUN'},1,,allocation_ok
W4416725929,single_country|study_area,962,45,21.377777777777776,Application of Remote Sensing for Maize Yield Estimation in South Africa,"Maize plays an important role in food security for most countries in Southern Africa. A timely and accurate forecast or evaluation of maize production before crop maturity is a strategic activity to avoid conditions that lead to food shortages. In this study, a regression approach is used to correlate the number of dry dekads, derived from the Vegetation Condition Index (VCI), with official ground-based maize yield estimates in South Africa. Simple linear regression models that forecast maize yield for South Africa over four seasons: 2019-20, 2020-21, 2021-22, and 2022-23. The VCI was computed using a time series data set of the Normalized Difference Vegetation Index (NDVI) from the Sentinel sensor for years ranging from 2019 to 2023. A highly significant negative correlation was established between the number of dry dekads and the amount of yield in each season, with the models explaining 70% to 88% of the variation in yield. These models were validated against official yield data not used in model development and showed good agreement. The persistent negative relationship between dry dekads and ground-based maize yield estimates, along with the strong explanatory power of the regression models, indicates that VCI-derived dry dekads can effectively predict maize yield before the end of the season. This capability allows for the timely planning and implementation of strategies to address any projected food deficits or surpluses.",single_country,ZAF,South Africa,ZAF,study_area,high,"Simple linear regression models that forecast maize yield for South Africa over four seasons: 2019-20, 2020-21, 2021-22, and 2022-23.",,maize,single_crop,high,Application of Remote Sensing for Maize Yield Estimation in South Africa . Maize plays an important role in food security for most cou,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4416725929,correct,,,correct,,,{'ZAF'},1,,allocation_ok
W4399400351,single_country|study_area,962,45,21.377777777777776,Modeling the grain yield loss and quality assessment of some durum wheat (Triticum durum Desf.) genotypes under semi-arid conditions,"This study was conducted at the Experimental Station for Field Crops ITGC in Setif -Algeria during the growing season (2020-2021), to evaluate the parameters of the technological quality efficiency of three durum wheat genotypes Boussellam (BOS), Oued El Bared (OB), and GTA dur (GTA) and the efficiency of using mathematical models based on the relation between grain moisture in the field and grain yield to estimate grain yield loss caused by the delayed harvest according to the randomized blocks design with three replications. Results demonstrated that the genotype effects were significant for all technological parameters, the protein content varied from 13.70 to 15.4%; the highest content of protein registered by (OB) was 15.4%. In addition, the values of test weight varied between 79.47 and 81.97 kg hL-1, with a general mean of 80.96 kg hL-1. The study of correlations test showed that there was a significant and positive correlation between the decreased grain moisture in the field and the loss in final grain yield, which suggests that the final grain yield decreases as the grain moisture decreases. This loss can be predicted using a mathematical regression model. The statistical analysis revealed the best agreement between measured and simulated grain yield, with low average absolute error and root mean square error. The grain yield was also well simulated with the observed yield giving a coefficient of efficiency (E) of 0.76, i.e., with a simulation capacity of 76%. Overall, and after the physiological maturity of the grains the mathematical model proved that with the 1% loss of grain moisture, there is a loss of about 0.290 t ha-1 of grain yield.",single_country,DZA,Algeria,DZA,study_area,high,"otypes under semi-arid conditions . This study was conducted at the Experimental Station for Field Crops ITGC in Setif -Algeria during the growing season (2020-2021), to evaluate the parameters of the technological quality efficiency of three duru",,wheat,single_crop,high,Modeling the grain yield loss and quality assessment of some durum wheat (Triticum durum Desf.) genotypes under semi-arid conditions . This study was conducted a,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4399400351,correct,,,correct,,,{'DZA'},1,,allocation_ok
W2997785409,single_country|study_area,962,45,21.377777777777776,"Cereal Yields Forecasting using Remote Sensing and GIS Techniques : A Case Study of Ouled Saleh Commune, Region of Casablanca-Settat, Morocco","In Morocco, Agriculture is a key sector of the national economy, playing crucial social and economic roles. The sector accounts for around 14 to 20% of the Gross Domestic Product (GDP) and represents 43% of all employment. Winter cereals (soft wheat, durum wheat and barley) are produced all over the country, occupying nearly 65% of agricultural lands and therefore cereal yields forecasting is a major tool for decision making, allowing for planning in advance actions like annual cereal imports or aids to farmers. The present study highlights the substantial contribution of remote sensing (RS) and Geographic Information Systems (GIS) techniques in predicting soft wheat yields at the rural commune of Ouled Saleh, Region Casablanca-Settat in Morocco. The forecasting methodology was based on two steps: First, a land cover map of the study area was produced using Sentinel imagery to identify agricultural zones; second, simple linear regression models were established between the Normalized Difference Vegetation Index (NDVI), derived from the Moderate Resolution Imaging Spectrometer (MODIS) and soft wheat yields over the period 2002-2012. Our results showed high correlations between the NDVI of agricultural lands, averaged over the period from February till March or April and soft wheat yields. Therefore, NDVI can be used as a predictor index to early forecast soft wheat yields one to two months before harvest.",single_country,MAR,Morocco,MAR,study_area,high,"Cereal Yields Forecasting using Remote Sensing and GIS Techniques : A Case Study of Ouled Saleh Commune, Region of Casablanca-Settat, Morocco .",,wheat,single_crop,high,"ution of remote sensing (RS) and Geographic Information Systems (GIS) techniques in predicting soft wheat yields at the rural commune of Ouled Saleh, Region Casablanca-Settat in Morocco. The forecasti",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W2997785409,correct,,,correct,,,{'MAR'},1,,allocation_ok
W7165041369,single_country|study_area,962,45,21.377777777777776,Time-ordered empirical framework for forecasting climate-driven oil palm yield in southern Thailand,"Importance of the work: Oil palm yield in southern Thailand is strongly sensitive to climatic variations; however, robust intra-annual forecasting frameworks are largely absent. Objectives: To quantify lagged climate-yield relationships and to build province-scale empirical models for reliable intra-annual yield forecasting. Materials and Methods: Monthly yield data were compiled for 13 southern provinces (2005-2022) to derive province-averaged reanalysis climate variables with lag adjustments. Collinearity was reduced using variance inflation factor analysis and models were trained through exhaustive search with expanding-window cross-validation. Results: Robust models with 2-8 predictors were produced for 11 provinces. Across test splits, the ranges were: coefficient of determination (R2 ), 0.33-0.73; root mean square error, 0.14-0.30 t/ha; coefficient of variation of the root mean square error, 8.38-23.75 %; and mean bias error, within ±0.13 t/ha. Dew-point temperature, soil moisture at 1.6 m and precipitation dominated the selected predictors, with common lags near 3 mth and 21 mth. Forecast lead time spanned 3-20 mth, most often 6-11 mth ahead of harvest. The lowest errors occurred in Nakhon Si Thammarat and Surat Thani provinces, while southernmost provinces had higher relative errors. Partial-R² attribution highlighted mid-season soil moisture (often a 7 mth lag) as the most influential predictor in 7 of the 11 provinces. Main finding: A time-ordered empirical framework successfully forecast province-scale oil palm yields several months in advance using reanalysis climate and soil-moisture predictors. The results could support operational early warning for mills and agencies, while also clarifying the lagged climatic controls that shape yield variability in southern Thailand.",single_country,THA,Thailand,THA,study_area,high,Time-ordered empirical framework for forecasting climate-driven oil palm yield in southern Thailand .,,oilpalm,single_crop,high,Time-ordered empirical framework for forecasting climate-driven oil palm yield in southern Thailand . Importance of the work: Oil palm yield in southern Thailand is,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W7165041369,correct,,,correct,,,{'THA'},1,,allocation_ok
W3169469595,single_country|study_area,962,45,21.377777777777776,Integration of Crop Growth Model and Random Forest for Winter Wheat Yield Estimation From UAV Hyperspectral Imagery,"Accurate and timely crop yield estimation is critical for food security and sustainable development. The rapid development of unmanned aerial vehicles (UAVs) offers a new approach to acquire high spatio-temporal resolution imagery of farmland at a low cost. In order to realize the full potential of UAV platform and sensor, machine learning has been introduced to estimate crop yield, but the shortages of field measurements have troubled researchers. In this article, the CW-RF model, a new wheat yield estimation model suitable for the North China plain, was established using random forest, and the crop growth model (the CERES-wheat model) was chosen to simulate abundant training samples for random forest at field plot scale. According to CERES-wheat model simulation, the leaf area index (LAI) and leaf nitrogen content (LNC) at the wheat jointing and heading stages were selected as the most sensitive parameters, and were retrieved from UAV hyperspectral imagery using the directional second derivative and angular insensitivity vegetation index methods, respectively. Then the retrieved LAI and LNC results were input into the CW-RF model to estimate winter wheat yield. The field validation in Luohe, Henan showed that the root-mean-squared error of the retrieved LAI and LNC were 6.27% and 12.17% at jointing stages, 9.21% and 13.64% at heading stages, respectively. The RMSE of estimated yield was 1,008.08 kg/ha, and the mean absolute percent error of estimated yield was 9.36%, demonstrating the available of the CW-RF model in wheat yield estimation at field plot scale. Apart from Luohe, validations in some other fields (e.g., Xiaotangshan, Beijing), prove the wide applicability of the CW-RF model. In addition, the UAV hyperspectral data were found to significantly improve the retrieval accuracy, and further improve CW-RF model estimation accuracy. In conclusion, this article showed that the CERES-Wheat model simulation can be important data source for machine learning-based wheat yield estimation model at field plot scale, and the hyperspectral sensor mounted on a UAV is a feasible remote sensing data acquisition mode for winter wheat growth monitoring and yield estimation.",single_country,CHN,China,CHN,study_area,high,"In this article, the CW-RF model, a new wheat yield estimation model suitable for the North China plain, was established using random forest, and the crop growth model (the CERES-wheat model) was chosen to simulate abundant training samples for random forest at field plot scale.",,wheat,single_crop,high,Integration of Crop Growth Model and Random Forest for Winter Wheat Yield Estimation From UAV Hyperspectral Imagery . Accurate and timely crop yield estima,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W3169469595,correct,,,correct,,,{'CHN'},1,,allocation_ok
W4411174509,single_country|locative_only,859,45,19.08888888888889,Integrating WOFOST and Deep Learning for Winter Wheat Yield Estimation in the Huang-Huai-Hai Plain,"The Huang-Huai-Hai Plain is one of China's primary winter wheat production regions, making accurate yield estimation critical for agricultural decision-making and national food security. In this study, a yield estimation framework was developed by integrating Sentinel-2 and Landsat-8 satellite data with the WOFOST crop growth model and deep learning techniques. Initially, a multi-scenario sample dataset was constructed using historical meteorological and agronomic data through the WOFOST model. Leaf Area Index (LAI) values were then derived from Landsat-8 and Sentinel-2 imagery, and a GRU (Gated Recurrent Unit) neural network was trained on the simulation samples to establish a relationship between LAI and yield. This trained model was applied to the remote sensing-derived LAI to generate initial yield estimates. To enhance accuracy, the results were further corrected using county-level statistical data, producing a spatially explicit winter wheat yield dataset for the Huang-Huai-Hai Plain from 2014 to 2022. Validation against statistical yearbook data at the county level demonstrated a correlation coefficient (r) of 0.659, a root mean square error (RMSE) of 578.34 kg/ha, and a mean relative error (MRE) of 6.63%. These results indicate that the dataset provides reliable regional-scale yield estimates, offering valuable support for agricultural planning and policy development.",single_country,CHN,China,CHN,locative_only,medium,"The Huang-Huai-Hai Plain is one of China's primary winter wheat production regions, making accurate yield estimation critical for agricultural decision-making and national food security.",,wheat,single_crop,high,Integrating WOFOST and Deep Learning for Winter Wheat Yield Estimation in the Huang-Huai-Hai Plain . The Huang-Huai-Hai Plain is one of China,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4411174509,correct,,,correct,,,{'CHN'},1,,allocation_ok
W4284965050,single_country|locative_only,859,45,19.08888888888889,Application of artificial neural network for wheat yield forecasting,"A given model of yield forecasting using an artificial neural network connects the wheat crop with the amount of productive moisture in the soil, soil fertility, weather, and factors in the presence of pests, diseases, and weeds. The difficulty of creating a yield forecast system is in the correct choice of predictors that have the greatest impact on yield. To build the model, moisture in the 100 cm layer of the soil, the content of nitrogen, phosphorus, humus, and soil acidity in the soil were used as input parameters. The amount of precipitation over 4 months, the average air temperature for the same period, as well as the presence of diseases, pests, and weeds were also taken into consideration. Data on 13 districts of the North Kazakhstan region in the period from 2008 to 2017 were used. The output parameter was the yield of spring wheat over the same time period. The relative importance of input variables in relation to the output variable was used to determine the weight values of input variables. An artificial neural network of error backpropagation was used as a method. The advantage of this method is that the quality of the forecast increases with a large amount of training data, as well as the ability to model nonlinear relationships between different data sources. After training the artificial neural network and obtaining predictive data, good results were achieved for predicting wheat yields (p=0.52, mean absolute error in percentage (MAPE)=12.02 %, root mean square error (RMSE)=3.368). Thus, it is assumed that the developed model for forecasting wheat yields based on data can be easily adapted for other crops and places and will allow the adoption of the right strategies to ensure food security",single_country,KAZ,Kazakhstan,KAZ,locative_only,medium,Data on 13 districts of the North Kazakhstan region in the period from 2008 to 2017 were used.,,wheat,single_crop,high,Application of artificial neural network for wheat yield forecasting . A given model of yield forecasting using an artificial neural network conn,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4284965050,correct,,,correct,,,{'KAZ'},1,,allocation_ok
W2067450388,single_country|locative_only,859,45,19.08888888888889,Cereal Yield Modeling in Finland Using Optical and Radar Remote Sensing,"During 1996-2006, the Ministry of Agriculture and Forestry in Finland (MAFF), MTT Agrifood Research and the Finnish Geodetic Institute performed a joint remote sensing satellite research project. It evaluated the applicability of optical satellite (Landsat, SPOT) data for cereal yield estimations in the annual crop inventory program. Four Optical Vegetation Indices models (I: Infrared polynomial, II: NDVI, III: GEMI, IV: PARND/FAPAR) were validated to estimate cereal baseline yield levels (yb) using solely optical harmonized satellite data (Optical Minimum Dataset). The optimized Model II (NDVI) yb level was 4,240 kg/ha (R2 0.73, RMSE 297 kg/ha) for wheat and 4390 kg/ha (R2 0.61, RMSE 449 kg/ha) for barley and Model I yb was 3,480 kg/ha for oats (R2 0.76, RMSE 258 kg/ha). Optical VGI yield estimates were validated with CropWatN crop model yield estimates using SPOT and NOAA data (mean R2 0.71, RMSE 436 kg/ha) and with composite SAR/ASAR and NDVI models (mean R2 0.61, RMSE 402 kg/ha) using both reflectance and backscattering data. CropWatN and Composite SAR/ASAR & NDVI model mean yields were 4,754/4,170 kg/ha for wheat, 4,192/3,848 kg/ha for barley and 4,992/2,935 kg/ha for oats.",single_country,FIN,Finland,FIN,locative_only,medium,Cereal Yield Modeling in Finland Using Optical and Radar Remote Sensing .,Finland(affiliation/publication context),barley;oat_rye;wheat,multi_crop,medium,"el was 4,240 kg/ha (R2 0.73, RMSE 297 kg/ha) for wheat and 4390 kg/ha (R2 0.61, RMSE 449 kg/ha) for barley and Model I yb was 3,480 kg/ha for oats (R2 0.76, RMSE 258 kg/ha). Optical VGI yield estimate",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W2067450388,correct,,,correct,,,{'FIN'},1,,allocation_ok
W4409495029,single_country|locative_only,859,45,19.08888888888889,Sugar Cane Yield Prediction Using Drone Data Processed by LSTM Algorithm,"Sugarcane is an essential crop in southwestern Japan, particularly in Okinawa and Kagoshima, where it sustains local economies and supports large-scale sugar production. Traditional yield prediction relies on labor-intensive field surveys and is increasingly challenged by a shortage of skilled labor, resulting in potential inaccuracies. This work proposes an innovative approach to sugarcane yield prediction by combining Long Short-Term Memory (LSTM) models with Genetic Algorithms (GA) to optimize model performance. Drone-based data collection methods are also explored, leveraging aerial imagery to provide additional predictive features. The proposed model demonstrates the effectiveness of integrating time-series and spatial data, offering a scalable and accurate solution for improving yield forecasting and supporting efficient operations in sugarcane production.",single_country,JPN,Japan,JPN,locative_only,medium,"Sugarcane is an essential crop in southwestern Japan, particularly in Okinawa and Kagoshima, where it sustains local economies and supports large-scale sugar production.",,sugarcane,single_crop,high,Sugar Cane Yield Prediction Using Drone Data Processed by LSTM Algorithm . Sugarcane is an essential,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4409495029,correct,,,correct,,,{'JPN'},1,,allocation_ok
W4319039384,single_country|locative_only,859,45,19.08888888888889,Interpretability of deep learning models for crop yield forecasting,"Machine learning models for crop yield forecasting often rely on expert-designed features or predictors. The effectiveness and interpretability of these handcrafted features depends on the expertise of the people designing them. Neural networks have the ability to learn features directly from input data and train the feature learning and prediction steps simultaneously. In this paper, we evaluate the performance and interpretability of neural network models for crop yield forecasting using data from the MARS Crop Yield Forecasting System of the European Commission's Joint Research Centre. The selected neural networks can handle sequential or time series data and include long short-term memory (LSTM) recurrent neural network and 1-dimensional convolutional neural network (1DCNN). Performance was compared with a linear trend model and a Gradient-Boosted Decision Trees (GBDT) model, trained using hand-designed features. Feature importance scores of input variables were computed using feature attribution methods and were analyzed by crop yield modeling and agronomy experts. Results showed that LSTM models perform statistically better than GBDT models for soft wheat in Germany and similar to GBDT models for all other case studies. In addition, LSTM models captured the effect of yield trend, static features (e.g. elevation, soil water holding capacity) and biomass features on crop yield well, but struggled to capture the impact of extreme temperature and moisture conditions. Our work shows the potential of deep learning to automatically learn features and produce reliable crop yield forecasts, and highlights the importance and challenges of involving human stakeholders in assessing model interpretability.",single_country,DEU,Germany,DEU,locative_only,medium,Results showed that LSTM models perform statistically better than GBDT models for soft wheat in Germany and similar to GBDT models for all other case studies.,,wheat,single_crop,high,"omy experts. Results showed that LSTM models perform statistically better than GBDT models for soft wheat in Germany and similar to GBDT models for all other case studies. In addition, LSTM models cap",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4319039384,incorrect,,global_forced_to_country,correct,,"Multi-case EU MARS/JRC study; scope is regional, not Germany alone",{'DEU'},1,,scope_label_only
W2760812061,single_country|locative_only,859,45,19.08888888888889,Assessment of Nutrient Uptake on the Performance and Yield of Extra-EarlyMaize (Zea mays L.) Under two water Regimes in the Sudan Savannah of Nigeria,"Two separate field trials were conducted during the 2005 rainy season and 2006 dry season at the Research Farm of the Institute for Agricultural Research (IAR), Kadawa in the Sudan Savannah of Nigeria to assess the nutrient uptake on the performance and yield of extra-early maize (Zea mays L.) under two water regimes. The treatments consisted of four NPK rates (0:0:0, 60:30:30, 120:60:60, and 180:90:90 Kg ha-1) and one plant population (53,000 plants ha-1). In 2005, the experiment was rain- fed while in 2006 during the dry season the experiment was irrigated. Under the two water regimes, the experiments were factorially combined and laid out in Randomised Complete Block Design with four replicates. The results showed that application of 60:30:30kgNPKha-1 was generally optimum for 100-grain weight and grain yield (1, 429.40 and 2, 929.60 kg ha-1 for rain-fed and irrigated plants respectively). When the grain yields were regressed against fertilizer rates, the response was quadratic and positively significant for the grain yields under the two water regimes. The regression analysis revealed that under rain-fed, grain yield was optimum (1,700 kg ha-1) when 900 kg NPK ha-1 was applied while under irrigation, grain yield was optimum (3, 500 kg ha-1) when 750 kg NPK ha-1 was applied. The result also showed that nutrient up-take in irrigated plants is higher than in plants under rain-fed and this translate to higher yield at all rates of NPK fertilizer.",single_country,NGA,Nigeria,NGA,locative_only,medium,Assessment of Nutrient Uptake on the Performance and Yield of Extra-EarlyMaize (Zea mays L.) Under two water Regimes in the Sudan Savannah of Nigeria .,Sudan(ambiguous: Sudan and South Sudan); Sudan(affiliation/publication context); Nigeria(affiliation/publication context),maize,single_crop,high,Assessment of Nutrient Uptake on the Performance and Yield of Extra-EarlyMaize (Zea mays L.) Under two water Regimes in the Sudan Savannah of Nigeria . Two separate field trials we,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W2760812061,correct,,,correct,,,{'NGA'},1,,allocation_ok
W7166333207,single_country|locative_only,859,45,19.08888888888889,A lattice-augmented ensemble framework for interpretable climate-informed oil palm yield prediction in Thailand,"Accurate yield prediction is essential for agricultural planning, climate adaptation, and evidence-based decision-making, particularly for climate-sensitive crops such as oil palm. In Thailand, the expansion of oil palm cultivation beyond the Southern region has heightened the demand for predictive models that are both accurate and interpretable for practical application by farmers, extension officers, and policymakers. Although tree-based ensemble methods frequently demonstrate strong predictive performance, their internal structures are typically challenging to interpret. This study introduces a lattice-augmented ensemble framework for climate-informed oil palm yield prediction in Thailand. The proposed framework integrates supervised ensemble learning with structural measures inspired by Formal Concept Analysis (FCA), enabling simultaneous assessment of interpretability and predictive performance. A climate-augmented province-year dataset for 2011 to 2020 was developed by combining provincial production variables with regional rainfall totals and rainy-day counts. Linear Regression, Random Forest, Gradient Boosting Machine, and Extreme Gradient Boosting models were evaluated. The findings indicate that tree-based ensemble models outperformed Linear Regression, with Extreme Gradient Boosting demonstrating the highest predictive performance. Model complexity was quantified using FCA-inspired measures, including leaf-view size, tree-view size, predicate-view size, lattice depth, and branching factor. Repeated train-test evaluations and Pareto frontier analysis were employed to identify model configurations that balanced prediction accuracy with structural simplicity. All non-dominated solutions were derived from Extreme Gradient Boosting models, suggesting superior accuracy-complexity trade-offs compared to Gradient Boosting Machine. The proposed framework offers an interpretable and effective approach to climate-informed yield prediction and provides a transferable methodology applicable to other climate-sensitive agricultural systems.",single_country,THA,Thailand,THA,locative_only,medium,A lattice-augmented ensemble framework for interpretable climate-informed oil palm yield prediction in Thailand .,,oilpalm,single_crop,high,A lattice-augmented ensemble framework for interpretable climate-informed oil palm yield prediction in Thailand . Accurate yield prediction is essential for agricultural plan,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W7166333207,correct,,,correct,,,{'THA'},1,,allocation_ok
W4391309074,single_country|locative_only,859,45,19.08888888888889,Estimation of ET and Crop Water Productivity in a Semi-Arid Region Using a Large Aperture Scintillometer and Remote Sensing-Based SETMI Model,"With the increasing water scarcity and the demand for sustainable agriculture, precise estimation of crop evapotranspiration (ET) is crucial for effective irrigation management, crop yield assessment, and equitable water distribution, particularly in semi-arid regions. In this study, a large aperture scintillometer (LAS) was used to validate the remote sensing-based ET model SETMI (Spatial Evapotranspiration Modeling Interface) in an irrigated maize-wheat cropping system in a semi-arid region at the ICAR-Indian Agricultural Research Institute, New Delhi. Results obtained by the SETMI model depicted modeled surface energy fluxes compared well with LAS field data, showing a very high R2 (0.83-0.95) and NRMSE (8-29%). The SETMI model performed better in the case of the maize crop than the wheat crop in field experiments. Further, the SETMI model was employed at the regional level using high-resolution Sentinel-2 to estimate the regional water productivity of wheat crops over a semi-arid region in India. The estimated regional, seasonal wheat actual ET mainly ranged between 101 mm and 325 mm. The regional wheat water productivity varied from 0.9 kg m-3 to 2.20 kg m-3. Our research reveals that the SETMI model can give reliable estimates of regional wheat water productivity by examining its spatial and temporal fluctuations and facilitating the creation of regional benchmark values.",single_country,IND,India,IND,locative_only,medium,"Further, the SETMI model was employed at the regional level using high-resolution Sentinel-2 to estimate the regional water productivity of wheat crops over a semi-arid region in India.",,maize;wheat,multi_crop,medium,remote sensing-based ET model SETMI (Spatial Evapotranspiration Modeling Interface) in an irrigated maize-wheat cropping system in a semi-arid region at the ICAR-Indian Agricultural Research Institute,True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W4391309074,correct,,,correct,,,{'IND'},1,,allocation_ok
W2402212556,single_country|locative_only,859,45,19.08888888888889,Drought-related vulnerability and risk assessment of groundwater in Belgium: estimation of the groundwater recharge and crop yield vulnerability with the B-CGMS,"Due to common belief that regions under temperate climate are not affected by (meteorological and groundwater) drought, these events and their impacts remain poorly studied: in the GroWaDRISK, we propose to take stock of this question. We aim at providing a better understanding of the influencing factors (land use and land cover changes, water demand and climate) and the drought-related impacts on the environment, water supply and agriculture. The study area is located in the North-East of Belgium, corresponding approximatively to the Dijle and Demer catchments. To establish an overview of the groundwater situation, we assess the system input: the recharge. To achieve this goal, two models, B-CGMS and WetSpass are used to evaluate the recharge, respectively, over agricultural land and over the remaining areas, as a function of climate and for various land uses and land covers. B-CGMS, which is an adapted version for Belgium of the European Crop Growth Monitoring System, is used for assessing water recharge at a daily timestep and under different agricultural lands: arable land (winter wheat, maize...), orchards, horticulture and floriculture and for grassland. B-CGMS is designed to foresee crop yield and obviously it studies the impact of drought on crop yield and raises issues for the potential need of irrigation. For both yields and water requirements, the model proposes a potential mode, driven by temperature and solar radiation, and a water-limited mode for which water availability can limit crop growth. By this way, we can identify where and when water consumption and yield are not optimal, in addition to the Crop Water Stress Index. This index is calculated for a given crop, as the number of days affected by water stress during the growth sensitive period. Both recharge and crop yield are assessed for the current situation (1980 - 2012), taking into account the changing land use/land cover, in terms of areas and localization of the agricultural land and where the proportion of the different crops had considerably evolved through time (e.g., increase of grain maize and potatoes while winter cereals decrease). The preliminary results of the recharge lead to an average value in the area showing a significant negative trend, in both simulations with fixed (base = 1980) and changing land cover. In the same time, we could observe an increasing number of water stress periods, especially for maize, one of the main crops in the area. Finally, a preliminary test will be presented for the horizon 2040, for which we use meteorological time series (for high and low hydrologic impacts) given by the CCI-HYDR Perturbation Tool (Ntegeka V. and Willems P., 2009). This preliminary test aims to (1) evaluate the amplitude of the potential recharge deficit and, (2) especially, to define vulnerability zones, affected by frequent water stress, in connection with irrigation needs which could possibly increase the groundwater extraction.",single_country,BEL,Belgium,BEL,locative_only,medium,Drought-related vulnerability and risk assessment of groundwater in Belgium: estimation of the groundwater recharge and crop yield vulnerability with the B-CGMS .,Belgium(affiliation/publication context),maize;potato,multi_crop,medium,"he proportion of the different crops had considerably evolved through time (e.g., increase of grain maize and potatoes while winter cereals decrease). The preliminary results of the recharge lead to a",True,,,,,MODEL_ASSISTED_VALIDATION - not human review,False,W2402212556,correct,,,incorrect,wheat;maize;potato,B-CGMS also models winter wheat; potato appears only as land-use context,{'BEL'},1,,allocation_ok
